product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Hoothoot,£84.00,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.","['hoothoot', 'Keen Eye', 'Owl']",204 in stock,4691,"Categories: Owl, Pokemon"
Noctowl,£55.00,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.","['Keen Eye', 'noctowl', 'Owl']",10 in stock,9939,"Categories: Owl, Pokemon"
Ledyba,£165.00,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,"['Five Star', 'ledyba', 'Swarm']",83 in stock,3874,"Categories: Five Star, Pokemon"
Ledian,£48.00,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.","['Five Star', 'ledian', 'Swarm']",65 in stock,1806,"Categories: Five Star, Pokemon"
Spinarak,£73.00,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,"['spinarak', 'String Spit', 'Swarm']",136 in stock,4388,"Categories: Pokemon, String Spit"
Ariados,£76.00,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,"['ariados', 'Long Leg', 'Swarm']",50 in stock,9759,"Categories: Long Leg, Pokemon"
Crobat,£156.00,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,"['Bat', 'crobat', 'Inner Focus']",245 in stock,6120,"Categories: Bat, Pokemon"
Chinchou,£105.00,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.","['Angler', 'chinchou', 'Illuminate']",130 in stock,2651,"Categories: Angler, Pokemon"
Lanturn,£123.00,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.","['Illuminate', 'lanturn', 'Light']",218 in stock,7579,"Categories: Light, Pokemon"
Pichu,£95.00,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.","['pichu', 'Static', 'Tiny Mouse']",64 in stock,4987,"Categories: Pokemon, Tiny Mouse"
Cleffa,£123.00,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.","['cleffa', 'Cute Charm', 'Star Shape']",187 in stock,2794,"Categories: Pokemon, Star Shape"
Igglybuff,£185.00,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,"['Balloon', 'Cute Charm', 'igglybuff']",170 in stock,2662,"Categories: Balloon, Pokemon"
Togepi,£76.00,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.","['Serene Grace', 'Spike Ball', 'togepi']",264 in stock,1684,"Categories: Pokemon, Spike Ball"
Togetic,£55.00,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.","['Happiness', 'Serene Grace', 'togetic']",293 in stock,9410,"Categories: Happiness, Pokemon"
Natu,£60.00,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,"['natu', 'Synchronize', 'Tiny Bird']",36 in stock,2942,"Categories: Pokemon, Tiny Bird"
Xatu,£165.00,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,"['Mystic', 'Synchronize', 'xatu']",196 in stock,7616,"Categories: Mystic, Pokemon"
Mareep,£156.00,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.","['mareep', 'Static', 'Wool']",152 in stock,2016,"Categories: Pokemon, Wool"
Flaaffy,£95.00,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,"['flaaffy', 'Static', 'Wool']",64 in stock,9291,"Categories: Pokemon, Wool"
Ampharos,£25.00,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,"['ampharos', 'Light', 'Static']",247 in stock,2141,"Categories: Light, Pokemon"
Bellossom,£95.00,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.","['bellossom', 'Chlorophyll', 'Flower']",234 in stock,7003,"Categories: Flower, Pokemon"
Marill,£87.00,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.","['Aqua Mouse', 'marill', 'Thick Fat']",55 in stock,4728,"Categories: Aqua Mouse, Pokemon"
Azumarill,£185.00,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,"['Aqua Rabbit', 'azumarill', 'Thick Fat']",300 in stock,9464,"Categories: Aqua Rabbit, Pokemon"
Sudowoodo,£130.00,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.","['Imitation', 'Rock Head', 'sudowoodo']",147 in stock,1558,"Categories: Imitation, Pokemon"
Politoed,£84.00,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.","['Damp', 'Frog', 'politoed']",261 in stock,9168,"Categories: Frog, Pokemon"
Hoppip,£73.00,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","['Chlorophyll', 'Cottonweed', 'hoppip']",266 in stock,1154,"Categories: Cottonweed, Pokemon"
Skiploom,£148.00,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","['Chlorophyll', 'Cottonweed', 'skiploom']",94 in stock,2616,"Categories: Cottonweed, Pokemon"
Jumpluff,£148.00,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,"['Chlorophyll', 'Cottonweed', 'jumpluff']",235 in stock,2168,"Categories: Cottonweed, Pokemon"
Aipom,£84.00,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.","['aipom', 'Long Tail', 'Run Away']",92 in stock,8103,"Categories: Long Tail, Pokemon"
Sunkern,£156.00,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.","['Chlorophyll', 'Seed', 'sunkern']",255 in stock,4061,"Categories: Pokemon, Seed"
Sunflora,£148.00,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,"['Chlorophyll', 'sun', 'sunflora']",163 in stock,7947,"Categories: Pokemon, Sun"
Yanma,£148.00,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,"['Clear Wing', 'Compound Eyes', 'yanma']",130 in stock,8321,"Categories: Clear Wing, Pokemon"
Wooper,£95.00,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.","['Damp', 'Water Fish', 'wooper']",48 in stock,4198,"Categories: Pokemon, Water Fish"
Quagsire,£95.00,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.","['Damp', 'quagsire', 'Water Fish']",292 in stock,2688,"Categories: Pokemon, Water Fish"
Espeon,£25.00,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,"['espeon', 'sun', 'Synchronize']",153 in stock,9676,"Categories: Pokemon, Sun"
Umbreon,£123.00,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,"['Moonlight', 'Synchronize', 'umbreon']",186 in stock,4995,"Categories: Moonlight, Pokemon"
Murkrow,£73.00,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,"['Darkness', 'Insomnia', 'murkrow']",246 in stock,2223,"Categories: Darkness, Pokemon"
Slowking,£148.00,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.","['Oblivious', 'Royal', 'slowking']",55 in stock,9664,"Categories: Pokemon, Royal"
Misdreavus,£105.00,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.","['Levitate', 'misdreavus', 'Screech']",207 in stock,9272,"Categories: Pokemon, Screech"
Unown,£148.00,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","['Levitate', 'Symbol', 'unown']",47 in stock,9561,"Categories: Pokemon, Symbol"
Wobbuffet,£168.00,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.","['Patient', 'Shadow Tag', 'wobbuffet']",113 in stock,6138,"Categories: Patient, Pokemon"
Girafarig,£159.00,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.","['girafarig', 'Inner Focus', 'Long Neck']",31 in stock,7871,"Categories: Long Neck, Pokemon"
Gligar,£133.00,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","['Fly Scorpion', 'gligar', 'Sand Veil']",140 in stock,5090,"Categories: Fly Scorpion, Pokemon"
Steelix,£55.00,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,"['Iron Snake', 'Rock Head', 'steelix']",157 in stock,4345,"Categories: Iron Snake, Pokemon"
Snubbull,£165.00,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.","['Fairy', 'Run Away', 'snubbull']",164 in stock,3961,"Categories: Fairy, Pokemon"
Granbull,£185.00,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.","['Fairy', 'granbull', 'Intimidate']",171 in stock,7346,"Categories: Fairy, Pokemon"
Qwilfish,£148.00,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.","['Balloon', 'Poison Point', 'qwilfish']",297 in stock,3335,"Categories: Balloon, Pokemon"
Scizor,£87.00,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,"['Pincer', 'scizor', 'Swarm']",198 in stock,9056,"Categories: Pincer, Pokemon"
Shuckle,£165.00,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.","['Mold', 'shuckle', 'Sturdy']",74 in stock,7903,"Categories: Mold, Pokemon"
Heracross,£48.00,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.","['heracross', 'Single Horn', 'Swarm']",49 in stock,9256,"Categories: Pokemon, Single Horn"
Sneasel,£87.00,Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,"['Keen Eye', 'Sharp Claw', 'sneasel']",141 in stock,5017,"Categories: Pokemon, Sharp Claw"
Teddiursa,£185.00,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,"['Little Bear', 'Pickup', 'teddiursa']",274 in stock,7681,"Categories: Little Bear, Pokemon"
Ursaring,£95.00,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.","['Guts', 'Hibernator', 'ursaring']",209 in stock,7576,"Categories: Hibernator, Pokemon"
Magcargo,£156.00,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.","['Flame Body', 'Lava', 'magcargo']",210 in stock,3917,"Categories: Lava, Pokemon"
Swinub,£148.00,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,"['Oblivious', 'Pig', 'swinub']",250 in stock,8647,"Categories: Pig, Pokemon"
Piloswine,£133.00,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,"['Oblivious', 'piloswine', 'Swine']",276 in stock,4003,"Categories: Pokemon, Swine"
Corsola,£95.00,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.","['Coral', 'corsola', 'Natural Cure']",162 in stock,5281,"Categories: Coral, Pokemon"
Remoraid,£95.00,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.","['Jet', 'remoraid', 'Sniper']",46 in stock,4952,"Categories: Jet, Pokemon"
Octillery,£133.00,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.","['Jet', 'octillery', 'Sniper']",150 in stock,9000,"Categories: Jet, Pokemon"
Delibird,£162.00,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.","['delibird', 'Delivery', 'Vital Spirit']",141 in stock,6280,"Categories: Delivery, Pokemon"
Mantine,£84.00,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides.","['Kite', 'mantine', 'Water Absorb']",195 in stock,3704,"Categories: Kite, Pokemon"
Skarmory,£60.00,"Skarmory’s steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.","['Armor Bird', 'Keen Eye', 'skarmory']",102 in stock,1057,"Categories: Armor Bird, Pokemon"
Houndour,£133.00,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,"['Dark', 'Flash Fire', 'houndour']",184 in stock,7965,"Categories: Dark, Pokemon"
Houndoom,£182.00,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.","['Dark', 'Flash Fire', 'houndoom']",40 in stock,2081,"Categories: Dark, Pokemon"
Kingdra,£148.00,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.","['Dragon', 'kingdra', 'Swift Swim']",206 in stock,7090,"Categories: Dragon, Pokemon"
Phanpy,£105.00,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.","['Long Nose', 'phanpy', 'Pickup']",120 in stock,7852,"Categories: Long Nose, Pokemon"
Donphan,£84.00,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.","['Armor', 'donphan', 'Sturdy']",197 in stock,3134,"Categories: Armor, Pokemon"
Porygon2,£156.00,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,"['porygon2', 'Trace', 'Virtual']",210 in stock,4420,"Categories: Pokemon, Virtual"
Stantler,£148.00,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.","['Big Horn', 'Intimidate', 'stantler']",278 in stock,3706,"Categories: Big Horn, Pokemon"
Smeargle,£55.00,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.","['Painter', 'smeargle', 'Technician']",56 in stock,6497,"Categories: Painter, Pokemon"
Tyrogue,£165.00,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.","['Guts', 'Scuffle', 'tyrogue']",76 in stock,7594,"Categories: Pokemon, Scuffle"
Hitmontop,£130.00,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.","['Handstand', 'hitmontop', 'Intimidate']",47 in stock,3340,"Categories: Handstand, Pokemon"
Smoochum,£148.00,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty.","['Kiss', 'Oblivious', 'smoochum']",116 in stock,7637,"Categories: Kiss, Pokemon"
Elekid,£123.00,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.","['Electric', 'elekid', 'Static']",131 in stock,5157,"Categories: Electric, Pokemon"
Magby,£76.00,"Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.","['Flame Body', 'Live Coal', 'magby']",21 in stock,5864,"Categories: Live Coal, Pokemon"
Miltank,£76.00,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,"['Milk Cow', 'miltank', 'Thick Fat']",12 in stock,1586,"Categories: Milk Cow, Pokemon"
Blissey,£73.00,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.","['blissey', 'Happiness', 'Natural Cure']",289 in stock,8632,"Categories: Happiness, Pokemon"
Raikou,£159.00,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,"['Pressure', 'raikou', 'Thunder']",276 in stock,5989,"Categories: Pokemon, Thunder"
Entei,£87.00,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,"['entei', 'Pressure', 'Volcano']",36 in stock,9592,"Categories: Pokemon, Volcano"
Suicune,£185.00,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,"['Aurora', 'Pressure', 'suicune']",275 in stock,8586,"Categories: Aurora, Pokemon"
Larvitar,£123.00,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.","['Guts', 'larvitar', 'Rock Skin']",31 in stock,9302,"Categories: Pokemon, Rock Skin"
Pupitar,£84.00,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,"['Hard Shell', 'pupitar', 'Shed Skin']",221 in stock,4140,"Categories: Hard Shell, Pokemon"
Tyranitar,£55.00,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.","['Armor', 'Sand Stream', 'tyranitar']",86 in stock,8144,"Categories: Armor, Pokemon"
Lugia,£159.00,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.","['Diving', 'lugia', 'Pressure']",57 in stock,2564,"Categories: Diving, Pokemon"
Ho-oh,£130.00,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,"['ho-oh', 'Pressure', 'Rainbow']",228 in stock,2198,"Categories: Pokemon, Rainbow"
Celebi,£25.00,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.","['celebi', 'Natural Cure', 'Time Travel']",154 in stock,1144,"Categories: Pokemon, Time Travel"
Treecko,£76.00,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.","['Overgrow', 'treecko', 'Wood Gecko']",93 in stock,4817,"Categories: Pokemon, Wood Gecko"
Grovyle,£128.00,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.","['grovyle', 'Overgrow', 'Wood Gecko']",195 in stock,9191,"Categories: Pokemon, Wood Gecko"
Sceptile,£48.00,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,"['Forest', 'Overgrow', 'sceptile']",159 in stock,4619,"Categories: Forest, Pokemon"
Torchic,£87.00,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,"['Blaze', 'Chick', 'torchic']",290 in stock,5952,"Categories: Chick, Pokemon"
Combusken,£185.00,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,"['Blaze', 'combusken', 'Young Fowl']",257 in stock,9912,"Categories: Pokemon, Young Fowl"
Blaziken,£55.00,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,"['Blaze', 'blaziken']",139 in stock,7662,"Categories: Blaze, Pokemon"
Mudkip,£168.00,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.","['Mud Fish', 'mudkip', 'Torrent']",193 in stock,5363,"Categories: Mud Fish, Pokemon"
Marshtomp,£55.00,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.","['marshtomp', 'Mud Fish', 'Torrent']",258 in stock,6721,"Categories: Mud Fish, Pokemon"
Swampert,£168.00,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.","['Mud Fish', 'swampert', 'Torrent']",113 in stock,9105,"Categories: Mud Fish, Pokemon"
Poochyena,£76.00,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,"['Bite', 'poochyena', 'Run Away']",265 in stock,4801,"Categories: Bite, Pokemon"
Mightyena,£48.00,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,"['Bite', 'Intimidate', 'mightyena']",173 in stock,4220,"Categories: Bite, Pokemon"
Zigzagoon,£105.00,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,"['Pickup', 'Tiny Raccoon', 'zigzagoon']",281 in stock,5175,"Categories: Pokemon, Tiny Raccoon"
Linoone,£133.00,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.","['linoone', 'Pickup', 'Rushing']",24 in stock,5845,"Categories: Pokemon, Rushing"
Wurmple,£84.00,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,"['Shield Dust', 'Worm', 'wurmple']",34 in stock,4841,"Categories: Pokemon, Worm"
Silcoon,£87.00,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.","['Cocoon', 'Shed Skin', 'silcoon']",86 in stock,4018,"Categories: Cocoon, Pokemon"
Beautifly,£148.00,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.","['beautifly', 'Butterfly', 'Swarm']",42 in stock,4100,"Categories: Butterfly, Pokemon"
Cascoon,£95.00,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.","['cascoon', 'Cocoon', 'Shed Skin']",122 in stock,3702,"Categories: Cocoon, Pokemon"
Dustox,£128.00,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.","['dustox', 'Poison Moth', 'Shield Dust']",23 in stock,4491,"Categories: Poison Moth, Pokemon"
Lotad,£87.00,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.","['lotad', 'Swift Swim', 'Water Weed']",187 in stock,5098,"Categories: Pokemon, Water Weed"
Lombre,£133.00,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.","['Jolly', 'lombre', 'Swift Swim']",203 in stock,9674,"Categories: Jolly, Pokemon"
Ludicolo,£84.00,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.","['Carefree', 'ludicolo', 'Swift Swim']",181 in stock,6718,"Categories: Carefree, Pokemon"
Seedot,£123.00,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,"['Acorn', 'Chlorophyll', 'seedot']",28 in stock,8692,"Categories: Acorn, Pokemon"
Nuzleaf,£123.00,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,"['Chlorophyll', 'nuzleaf', 'Wily']",216 in stock,3835,"Categories: Pokemon, Wily"
Shiftry,£182.00,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,"['Chlorophyll', 'shiftry', 'Wicked']",232 in stock,6957,"Categories: Pokemon, Wicked"
Taillow,£48.00,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.","['Guts', 'taillow', 'Tiny Swallow']",204 in stock,5591,"Categories: Pokemon, Tiny Swallow"
Swellow,£95.00,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.","['Guts', 'Swallow', 'swellow']",257 in stock,6736,"Categories: Pokemon, Swallow"
Wingull,£148.00,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,"['Keen Eye', 'Seagull', 'wingull']",41 in stock,4325,"Categories: Pokemon, Seagull"
Pelipper,£165.00,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.","['Keen Eye', 'pelipper', 'Water Bird']",296 in stock,2276,"Categories: Pokemon, Water Bird"
